0,2449,0.000258
1,194885,0.020770
2,508850,0.074329
3,179899,0.093265
4,59830,0.099562
5,16022,0.101248
6,3345,0.101600
7,920,0.101697
8,320,0.101731
9,151,0.101747
10,59,0.101753
11,25,0.101756
12,17,0.101758
13,10,0.101759
14,20,0.101761
15,49,0.101766
16,54,0.101772
17,49,0.101777
18,31,0.101780
19,38,0.101784
20,44,0.101789
21,56,0.101794
22,36,0.101798
23,13,0.101800
24,2,0.101800
25,1,0.101800
26,21,0.101802
27,752,0.101881
28,4962,0.102404
29,8010,0.103247
30,8717,0.104164
31,8899,0.105101
32,8408,0.105986
33,9035,0.106937
34,9850,0.107974
35,9295,0.108952
36,8775,0.109876
37,8114,0.110730
38,7687,0.111539
39,7312,0.112308
40,6627,0.113006
41,6106,0.113649
42,5567,0.114234
43,5375,0.114800
44,4830,0.115309
45,4362,0.115768
46,3982,0.116187
47,3723,0.116579
48,3476,0.116945
49,3262,0.117288
50,2806,0.117583
51,2706,0.117868
52,2478,0.118129
53,2285,0.118369
54,2183,0.118599
55,2041,0.118814
56,1831,0.119007
57,1778,0.119194
58,1620,0.119364
59,1421,0.119514
60,1387,0.119660
61,1286,0.119795
62,1231,0.119925
63,999,0.120030
64,911,0.120126
65,1809,0.120316
66,12195,0.121600
67,36653,0.125458
68,57219,0.131480
69,68112,0.138650
70,74982,0.146542
71,79039,0.154861
72,83233,0.163622
73,85340,0.172604
74,87151,0.181777
75,88816,0.191126
76,96333,0.201265
77,108608,0.212697
78,116878,0.224999
79,119198,0.237545
80,116817,0.249840
81,112193,0.261649
82,106717,0.272882
83,102317,0.283651
84,97746,0.293939
85,93434,0.303774
86,87196,0.312951
87,80827,0.321459
88,74809,0.329333
89,69300,0.336627
90,64428,0.343408
91,59116,0.349631
92,53757,0.355289
93,48807,0.360426
94,45160,0.365179
95,40594,0.369452
96,37064,0.373353
97,33732,0.376904
98,30562,0.380121
99,28075,0.383076
100,25696,0.385780
101,23459,0.388249
102,21275,0.390489
103,19661,0.392558
104,18200,0.394474
105,16816,0.396244
106,15848,0.397912
107,14358,0.399423
108,13700,0.400865
109,13004,0.402234
110,11908,0.403487
111,11371,0.404684
112,10861,0.405827
113,10433,0.406925
114,9993,0.407977
115,9633,0.408991
116,9158,0.409955
117,8944,0.410896
118,8569,0.411798
119,8223,0.412664
120,8017,0.413508
121,7669,0.414315
122,7367,0.415090
123,7267,0.415855
124,7033,0.416595
125,6710,0.417302
126,6441,0.417980
127,6215,0.418634
128,5981,0.419263
129,5749,0.419868
130,5619,0.420460
131,5182,0.421005
132,4992,0.421531
133,4822,0.422038
134,4612,0.422524
135,4327,0.422979
136,4079,0.423408
137,3770,0.423805
138,3637,0.424188
139,3509,0.424557
140,3240,0.424898
141,3094,0.425224
142,2964,0.425536
143,2844,0.425835
144,2626,0.426112
145,2551,0.426380
146,2613,0.426655
147,3026,0.426974
148,3639,0.427357
149,4820,0.427864
150,6518,0.428550
151,8639,0.429460
152,11961,0.430719
153,15268,0.432326
154,19212,0.434348
155,23499,0.436821
156,28386,0.439809
157,33738,0.443360
158,39776,0.447547
159,46148,0.452404
160,52591,0.457939
161,59562,0.464209
162,66894,0.471249
163,74208,0.479060
164,81054,0.487592
165,87761,0.496829
166,94712,0.506798
167,101623,0.517494
168,106631,0.528718
169,112101,0.540517
170,116234,0.552751
171,120042,0.565386
172,123025,0.578335
173,124654,0.591455
174,126192,0.604738
175,127158,0.618122
176,126742,0.631462
177,126229,0.644748
178,123603,0.657758
179,122184,0.670618
180,120047,0.683254
181,117464,0.695618
182,113734,0.707589
183,109876,0.719154
184,106132,0.730325
185,102736,0.741138
186,97808,0.751433
187,94152,0.761343
188,89880,0.770803
189,85093,0.779760
190,81409,0.788328
191,78061,0.796545
192,73896,0.804323
193,70205,0.811712
194,67272,0.818793
195,63866,0.825515
196,60953,0.831930
197,58037,0.838039
198,54880,0.843816
199,52594,0.849351
200,49842,0.854597
201,48012,0.859651
202,46117,0.864505
203,43570,0.869091
204,42205,0.873533
205,39982,0.877742
206,38619,0.881806
207,37032,0.885704
208,35734,0.889465
209,34146,0.893059
210,33118,0.896545
211,32047,0.899918
212,30567,0.903136
213,29944,0.906287
214,29074,0.909348
215,28158,0.912311
216,26871,0.915140
217,25893,0.917865
218,25103,0.920507
219,24139,0.923048
220,23381,0.925509
221,22482,0.927875
222,21742,0.930164
223,21135,0.932388
224,20455,0.934541
225,19193,0.936561
226,18959,0.938557
227,17845,0.940435
228,17492,0.942276
229,16796,0.944044
230,16109,0.945740
231,15623,0.947384
232,15054,0.948969
233,14345,0.950479
234,14043,0.951957
235,13290,0.953356
236,12637,0.954686
237,12176,0.955967
238,11759,0.957205
239,11201,0.958384
240,10961,0.959538
241,10343,0.960626
242,10026,0.961682
243,9515,0.962683
244,9070,0.963638
245,8687,0.964552
246,8544,0.965451
247,8194,0.966314
248,7786,0.967133
249,7505,0.967923
250,7346,0.968696
251,6906,0.969423
252,6530,0.970111
253,6431,0.970788
254,6201,0.971440
255,6069,0.972079
256,5658,0.972675
257,5537,0.973257
258,5337,0.973819
259,5309,0.974378
260,4971,0.974901
261,4834,0.975410
262,4687,0.975903
263,4451,0.976372
264,4306,0.976825
265,4172,0.977264
266,4077,0.977693
267,3907,0.978104
268,3715,0.978495
269,3650,0.978880
270,3645,0.979263
271,3448,0.979626
272,3321,0.979976
273,3130,0.980305
274,2978,0.980619
275,3027,0.980937
276,2894,0.981242
277,2844,0.981541
278,2727,0.981828
279,2664,0.982109
280,2479,0.982370
281,2454,0.982628
282,2308,0.982871
283,2320,0.983115
284,2172,0.983344
285,2025,0.983557
286,1992,0.983766
287,1974,0.983974
288,1898,0.984174
289,1928,0.984377
290,1812,0.984568
291,1820,0.984759
292,1642,0.984932
293,1664,0.985107
294,1681,0.985284
295,1556,0.985448
296,1507,0.985606
297,1481,0.985762
298,1481,0.985918
299,1487,0.986075
300,1369,0.986219
301,1275,0.986353
302,1291,0.986489
303,1353,0.986631
304,1193,0.986757
305,1241,0.986888
306,1170,0.987011
307,1161,0.987133
308,1127,0.987252
309,1085,0.987366
310,1113,0.987483
311,1029,0.987591
312,1015,0.987698
313,1005,0.987804
314,958,0.987905
315,939,0.988003
316,930,0.988101
317,914,0.988198
318,958,0.988298
319,832,0.988386
320,922,0.988483
321,841,0.988572
322,833,0.988659
323,869,0.988751
324,839,0.988839
325,730,0.988916
326,777,0.988998
327,723,0.989074
328,703,0.989148
329,734,0.989225
330,759,0.989305
331,702,0.989379
332,681,0.989450
333,656,0.989519
334,720,0.989595
335,657,0.989664
336,652,0.989733
337,617,0.989798
338,652,0.989867
339,651,0.989935
340,612,0.990000
341,582,0.990061
342,605,0.990124
343,613,0.990189
344,668,0.990259
345,566,0.990319
346,604,0.990382
347,629,0.990449
348,566,0.990508
349,593,0.990571
350,552,0.990629
351,572,0.990689
352,579,0.990750
353,533,0.990806
354,529,0.990862
355,537,0.990918
356,559,0.990977
357,519,0.991032
358,517,0.991086
359,521,0.991141
360,557,0.991200
361,541,0.991256
362,490,0.991308
363,498,0.991360
364,545,0.991418
365,488,0.991469
366,514,0.991523
367,529,0.991579
368,492,0.991631
369,503,0.991684
370,523,0.991739
371,488,0.991790
372,486,0.991841
373,505,0.991894
374,492,0.991946
375,455,0.991994
376,499,0.992047
377,470,0.992096
378,477,0.992146
379,458,0.992195
380,438,0.992241
381,485,0.992292
382,480,0.992342
383,476,0.992392
384,439,0.992438
385,498,0.992491
386,437,0.992537
387,447,0.992584
388,451,0.992631
389,460,0.992680
390,450,0.992727
391,424,0.992772
392,426,0.992817
393,466,0.992866
394,416,0.992909
395,429,0.992955
396,443,0.993001
397,463,0.993050
398,400,0.993092
399,393,0.993133
400,433,0.993179
401,377,0.993219
402,420,0.993263
403,397,0.993305
404,426,0.993350
405,411,0.993393
406,380,0.993433
407,417,0.993477
408,394,0.993518
409,396,0.993560
410,394,0.993601
411,364,0.993640
412,379,0.993680
