0,8361577,0.879969
96,10201,0.881042
192,1335,0.881183
288,545,0.881240
384,1147,0.881361
432,4275,0.881811
480,4264,0.882259
528,4268,0.882709
576,4253,0.883156
624,4270,0.883606
672,4259,0.884054
720,4308,0.884507
768,4300,0.884960
816,4390,0.885422
864,4509,0.885896
912,4835,0.886405
960,5790,0.887014
1008,8160,0.887873
1056,12242,0.889161
1104,20051,0.891272
1152,32639,0.894707
1200,49648,0.899931
1248,71107,0.907415
1296,93228,0.917226
1344,111969,0.929010
1392,123053,0.941960
1440,125307,0.955147
1488,116604,0.967418
1536,99490,0.977889
1584,76972,0.985989
1632,54715,0.991747
1680,35596,0.995493
1728,21223,0.997727
1776,11577,0.998945
1824,5789,0.999554
1872,2539,0.999822
1920,1093,0.999937
1968,408,0.999980
2016,149,0.999995
2064,29,0.999998
2112,9,0.999999
2160,5,1.000000
2208,2,1.000000
