1,89,0.000009
2,1028,0.000118
3,53,0.000123
4,6,0.000124
26,417,0.000168
27,670,0.000238
28,10,0.000239
29,1,0.000239
30,1,0.000239
64,30900,0.003492
65,2191994,0.234241
66,3699645,0.623698
67,353043,0.660863
68,6305,0.661527
69,4086,0.661957
70,2408,0.662210
71,1786,0.662398
72,1584,0.662565
73,1289,0.662701
74,95412,0.672745
75,1446112,0.824975
76,1510910,0.984027
77,127052,0.997401
78,3823,0.997804
79,2141,0.998029
80,1396,0.998176
81,1165,0.998299
82,1219,0.998427
83,930,0.998525
84,1006,0.998631
85,662,0.998701
86,334,0.998736
87,397,0.998778
88,374,0.998817
89,193,0.998837
90,154,0.998854
91,204,0.998875
92,216,0.998898
93,166,0.998915
94,114,0.998927
95,101,0.998938
96,118,0.998950
97,118,0.998963
98,142,0.998978
99,159,0.998994
100,172,0.999012
101,170,0.999030
102,162,0.999047
103,176,0.999066
104,202,0.999087
105,175,0.999106
106,210,0.999128
107,197,0.999148
108,206,0.999170
109,214,0.999193
110,169,0.999210
111,171,0.999228
112,153,0.999245
113,167,0.999262
114,167,0.999280
115,149,0.999295
116,138,0.999310
117,120,0.999323
118,131,0.999336
119,163,0.999354
120,193,0.999374
121,163,0.999391
122,118,0.999403
123,93,0.999413
124,71,0.999421
125,82,0.999429
126,66,0.999436
127,69,0.999444
128,49,0.999449
129,72,0.999456
130,91,0.999466
131,71,0.999473
132,50,0.999479
133,55,0.999484
134,36,0.999488
135,19,0.999490
136,27,0.999493
137,25,0.999496
138,23,0.999498
139,16,0.999500
140,13,0.999501
141,34,0.999505
142,49,0.999510
143,32,0.999513
144,21,0.999515
145,6,0.999516
146,8,0.999517
147,6,0.999518
148,5,0.999518
149,13,0.999519
150,15,0.999521
151,29,0.999524
152,28,0.999527
153,26,0.999530
154,17,0.999532
155,19,0.999534
156,16,0.999535
157,27,0.999538
158,12,0.999539
159,23,0.999542
160,21,0.999544
161,29,0.999547
162,33,0.999551
163,26,0.999553
164,17,0.999555
165,23,0.999557
166,36,0.999561
167,27,0.999564
168,22,0.999566
169,31,0.999570
170,36,0.999573
171,37,0.999577
172,34,0.999581
173,23,0.999583
174,30,0.999587
175,25,0.999589
176,28,0.999592
177,26,0.999595
178,27,0.999598
179,38,0.999602
180,37,0.999606
181,44,0.999610
182,32,0.999614
183,41,0.999618
184,28,0.999621
185,40,0.999625
186,31,0.999628
187,28,0.999631
188,22,0.999634
189,35,0.999637
190,27,0.999640
191,42,0.999645
192,32,0.999648
193,33,0.999651
194,36,0.999655
195,26,0.999658
196,29,0.999661
197,35,0.999665
198,24,0.999667
199,37,0.999671
200,33,0.999674
201,29,0.999678
202,36,0.999681
203,33,0.999685
204,33,0.999688
205,28,0.999691
206,32,0.999695
207,37,0.999699
208,30,0.999702
209,39,0.999706
210,29,0.999709
211,30,0.999712
212,31,0.999715
213,35,0.999719
214,28,0.999722
215,33,0.999725
216,30,0.999729
217,27,0.999731
218,27,0.999734
219,37,0.999738
220,33,0.999742
221,27,0.999744
222,30,0.999748
223,28,0.999750
224,27,0.999753
225,31,0.999757
226,31,0.999760
227,35,0.999764
228,16,0.999765
229,22,0.999768
230,16,0.999769
231,21,0.999771
232,15,0.999773
233,32,0.999776
234,15,0.999778
235,15,0.999780
236,15,0.999781
237,15,0.999783
238,10,0.999784
239,15,0.999785
240,17,0.999787
241,17,0.999789
242,20,0.999791
243,16,0.999793
244,16,0.999794
245,12,0.999796
246,18,0.999798
247,13,0.999799
248,21,0.999801
249,25,0.999804
250,12,0.999805
251,15,0.999807
252,16,0.999808
253,13,0.999810
254,13,0.999811
255,21,0.999813
256,11,0.999814
257,20,0.999817
258,21,0.999819
259,16,0.999820
260,17,0.999822
261,13,0.999824
262,20,0.999826
263,11,0.999827
264,15,0.999828
265,12,0.999830
266,10,0.999831
267,11,0.999832
268,10,0.999833
269,10,0.999834
270,20,0.999836
271,12,0.999837
272,20,0.999839
273,18,0.999841
274,12,0.999843
275,20,0.999845
276,13,0.999846
277,12,0.999847
278,19,0.999849
279,8,0.999850
280,13,0.999852
281,11,0.999853
282,15,0.999854
283,17,0.999856
284,14,0.999858
285,15,0.999859
286,13,0.999861
287,11,0.999862
288,8,0.999862
289,17,0.999864
290,11,0.999865
291,13,0.999867
292,7,0.999868
293,18,0.999869
294,7,0.999870
295,13,0.999872
296,15,0.999873
297,10,0.999874
298,4,0.999875
299,15,0.999876
300,11,0.999877
301,17,0.999879
302,6,0.999880
303,10,0.999881
304,11,0.999882
305,13,0.999883
306,15,0.999885
307,19,0.999887
308,9,0.999888
309,13,0.999889
310,14,0.999891
311,12,0.999892
312,5,0.999893
313,14,0.999894
314,10,0.999895
315,22,0.999897
316,18,0.999899
317,15,0.999901
318,16,0.999903
319,8,0.999903
320,10,0.999904
321,14,0.999906
322,10,0.999907
323,6,0.999908
324,13,0.999909
325,8,0.999910
326,10,0.999911
327,15,0.999912
328,19,0.999914
329,7,0.999915
330,12,0.999916
331,9,0.999917
332,8,0.999918
333,5,0.999919
334,6,0.999919
335,12,0.999921
336,8,0.999921
337,8,0.999922
338,12,0.999924
339,6,0.999924
340,4,0.999925
